Código da Situação Tributária;Descrição da Situação Tributária;Exige Tributação;Redução BC CST;Redução de Alíquota;Transferência de Crédito;Diferimento;Monofásica;Crédito Presumido IBS Zona Franca de Manaus;Ajuste de Competência;Código da Classificação Tributária;Descrição do Código da Classificação Tributária;Percentual Redução IBS;Percentual Redução CBS;Tributação Regular;Crédito Presumido;Estorno de Crédito;Tributação Monofásica Normal;Tributação Monofásica sujeita a retenção;Tributação Monofásica retida anteriormente;Tributação Monofásica de Combustível com diferimento;Tipo de Alíquota;NFe;NFCe;CTe;CTe OS;BPe;NF3e;NFCom;NFSE;BPe TM;BPe TA;NFAg;NFSVIA;NFABI;NFGas;DERE;DIR;DUIMP;Número do Anexo;Url da Legislação;Tipo de Receita Bruta do Simples Nacional;Regime de Contribuição Social sobre Bens e Serviços;Imposto sobre Bens e Serviços
000;Tributação integral;Sim;Não;Não;Não;Não;Não;Não;Não;000001;Situações tributadas integralmente pelo IBS e CBS.;0;0;Não;Não;Não;Não;Não;Não;Não;2 - Padrão;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Sim;Sim;Não;Não;Sim;Não;Sim;Não;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art4;1 - Receita Bruta Interna;;
000;Tributação integral;Sim;Não;Não;Não;Não;Não;Não;Não;000002;Exploração de via, observado o art. 11 da Lei Complementar nº 214, de 2025.;0;0;Não;Não;Não;Não;Não;Não;Não;2 - Padrão;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Não;Sim;90111;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art11;1 - Receita Bruta Interna;"Art. 12. Considera-se local da operação com:
VIII - serviço de exploração de via, mediante cobrança de valor a qualquer título, incluindo tarifas, pedágios e quaisquer outras formas de cobrança, o território de cada Município e Estado, ou do Distrito Federal, proporcionalmente à correspondente extensão da via explorada;";"Art. 12. Considera-se local da operação com:
VIII - serviço de exploração de via, mediante cobrança de valor a qualquer título, incluindo tarifas, pedágios e quaisquer outras formas de cobrança, o território de cada Município e Estado, ou do Distrito Federal, proporcionalmente à correspondente extensão da via explorada;"
000;Tributação integral;Sim;Não;Não;Não;Não;Não;Não;Não;000003;Regime automotivo - projetos incentivados, observado o art. 311 da Lei Complementar nº 214, de 2025.;0;0;Não;Sim;Não;Não;Não;Não;Não;2 - Padrão;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Sim;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art311;1 - Receita Bruta Interna;Art. 521. Em relação aos projetos habilitados à fruição dos benefícios estabelecidos pelo art. 11-C da Lei nº 9.440, de 14 de março de 1997, o crédito presumido de que trata o art. 518 será calculado mediante a aplicação dos seguintes percentuais sobre o valor das vendas no mercado interno, em cada mês, dos produtos constantes nos projetos de que trata o art. 518, fabricados ou montados nos estabelecimentos incentivados:;
000;Tributação integral;Sim;Não;Não;Não;Não;Não;Não;Não;000004;Regime automotivo - projetos incentivados, observado o art. 312 da Lei Complementar nº 214, de 2025.;0;0;Não;Sim;Não;Não;Não;Não;Não;2 - Padrão;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Sim;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art312;1 - Receita Bruta Interna;"Art. 522. Em relação aos projetos habilitados à fruição dos benefícios estabelecidos pelos art. 1º a art. 4º da Lei nº 9.826, de 23 de agosto de 1999, o crédito presumido de que trata o art. 518 deste Regulamento corresponderá ao produto da aplicação da seguinte fórmula: 
CP = V x Al x (1-Al) x F";
000;Tributação integral;Sim;Não;Não;Não;Não;Não;Não;Não;000005;Operação com EAC destinado à mistura com gasolina A, mas com saída do biocombustível com destinação diversa, observado o art. 179 da Lei Complementar nº 214, de 2025.;0;0;Não;Não;Não;Não;Não;Não;Não;2 - Padrão;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Sim;;"https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art179
";1 - Receita Bruta Interna;"Art. 266. Nas operações com EAC:
I - o adquirente de EAC destinado à mistura com gasolina A que realizar a saída do biocombustível com destinação diversa fica obrigado a recolher a CBS incidente sobre o biocombustível, devendo emitir documento fiscal de saída com o valor a ser recolhido de acordo com a alíquota vigente no ato da operação;";"Art. 266. Nas operações com EAC:
I - o adquirente de EAC destinado à mistura com gasolina A que realizar a saída do biocombustível com destinação diversa fica obrigado a recolher o IBS incidente sobre o biocombustível, devendo emitir documento fiscal de saída com o valor a ser recolhido de acordo com a alíquota vigente no ato da operação;"
010;Tributação com alíquotas uniformes;Sim;Não;Não;Não;Não;Não;Não;Não;010001;Operações do FGTS não realizadas pela Caixa Econômica Federal, observado o art. 212 da Lei Complementar nº 214, de 2025.;0;0;Não;Não;Não;Não;Não;Não;Não;5 - Uniforme Setorial;Não;Não;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Não;Sim;Não;Sim;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art212;9 - Fornecimento Incompatível com SN;"Art. 308. As operações relacionadas ao Fundo de Garantia do Tempo de Serviço (FGTS) são sujeitas à incidência da CBS, por alíquotas nacionalmente uniformes.
...
Art. 482. Observado o disposto no art. 308, ficam sujeitas ao disposto nesta Seção as operações relacionadas ao FGTS, assim entendidas aquelas necessárias à aplicação da Lei nº 8.036, de 11 de maio de 1990, realizadas: 
II - pelos agentes financeiros do FGTS; e
III - pelos demais estabelecimentos bancários.
...
Art. 484. Para as operações previstas no art. 482, caput, incisos II e III, a soma das alíquotas da CBS e do IBS corresponderá: 
a) em 2026, a 0,1% (um décimo por cento);
b) em 2027, a 1,0% (um inteiro por cento);
c) em 2028, a 1,0% (um inteiro por cento);
d) em 2029, a 1,2% (um inteiro e dois décimos por cento);
e) em 2030, a 1,4% (um inteiro e quatro décimos por cento);
f) em 2031, a 1,6% (um inteiro e seis décimos por cento);
g) em 2032, a 1,8% (um inteiro e oito décimos por cento); e
h) a partir de 2033, a 3,0% (três inteiros por cento).";"Art. 308. As operações relacionadas ao Fundo de Garantia do Tempo de Serviço (FGTS) são sujeitas à incidência do IBS, por alíquotas nacionalmente uniformes.
...
Art. 481. Observado o disposto no art. 308, ficam sujeitas ao disposto nesta Seção as operações relacionadas ao FGTS, assim entendidas aquelas necessárias à aplicação da Lei nº 8.036, de 11 de maio de 1990, realizadas:
II - pelos agentes financeiros do FGTS; e
III - pelos demais estabelecimentos bancários.
Art. 482. A alíquota do IBS incidente sobre as operações de que trata o art. 481 será:
II - para as operações previstas nos incisos II e III, em 2026, 0,1% (um décimo por cento);
III - para as operações previstas nos incisos II e III, de modo que a soma das alíquotas do IBS e da CBS corresponda:
a) em 2027, a 1,0% (um inteiro por cento);
b) em 2028, a 1,0% (um inteiro por cento);
c) em 2029, a 1,2% (um inteiro e dois décimos por cento);
d) em 2030, a 1,4% (um inteiro e quatro décimos por cento);
e) em 2031, a 1,6% (um inteiro e seis décimos por cento);
f) em 2032, a 1,8% (um inteiro e oito décimos por cento); e
g) a partir de 2033, a 3,0% (três inteiros por cento)."
010;Tributação com alíquotas uniformes;Sim;Não;Não;Não;Não;Não;Não;Não;010002;Operações do serviço financeiro;0;0;Não;Não;Não;Não;Não;Não;Não;5 - Uniforme Setorial;Não;Não;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Não;Sim;Não;Sim;;"https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art233
";1 - Receita Bruta Interna;"Art. 480. A alíquota da CBS incidente sobre os serviços financeiros de que trata o art. 269 será:
I - em 2026, 0,9% (nove décimos por cento);
II - de 2027 a 2033, aquela fixada de acordo com as regras previstas no art. 481; e
III - a partir de 2034, aquela fixada para 2033.
Art. 481. De 2027 a 2033, a soma das alíquotas da CBS e do IBS incidentes sobre os serviços financeiros de que trata o art. 269 deste Regulamento, calculada nos termos do art. 10, § 1º, inciso II, da Emenda Constitucional nº 132, de 20 de dezembro de 2023, corresponderá:
I - em 2027 e 2028, a 10,85% (dez inteiros e oitenta e cinco centésimos por cento);
II - em 2029, a 11,00% (onze por cento);
III - em 2030, a 11,15% (onze inteiros e quinze centésimos por cento);
IV - em 2031, a 11,30% (onze inteiros e trinta centésimos por cento);
V - em 2032, a 11,50% (onze inteiros e cinquenta centésimos por cento); e
VI - em 2033, a 12,50% (doze inteiros e cinquenta centésimos por cento).";"Art. 479. A alíquota do IBS incidente sobre os serviços financeiros será:
I - em 2026, 0,1% (um décimo por cento);
II - em 2027 e 2028, 0,1%, sendo 0,05% (cinco centésimos por cento) como alíquota estadual e 0,05% (cinco centésimos por cento) como alíquota municipal;
III - de 2029 a 2033, aquelas fixadas de acordo com as regras previstas no art. 480; e
IV - a partir de 2034, aquela fixada para 2033.
Art. 480. De 2027 a 2033, a soma das alíquotas do IBS e da CBS incidentes sobre os serviços financeiros de que trata o art. 269 calculada nos termos do inciso II do § 1º do art. 10 da Emenda Constitucional
nº 132, de 20 de dezembro de 2023, corresponderá:
I - em 2027 e 2028, a 10,85% (dez inteiros e oitenta e cinco centésimos por cento);
II - em 2029, a 11,00% (onze por cento);
III - em 2030, a 11,15% (onze inteiros e quinze centésimos por cento);
IV - em 2031, a 11,30% (onze inteiros e trinta centésimos por cento);
V - em 2032, a 11,50% (onze inteiros e cinquenta centésimos por cento); e
VI - em 2033, a 12,50% (doze inteiros e cinquenta centésimos por cento)."
011;Tributação com alíquotas uniformes reduzidas;Sim;Não;Sim;Não;Não;Não;Não;Não;011001;Planos de assistência funerária, observado o art. 236 da Lei Complementar nº 214, de 2025.;60;60;Não;Não;Não;Não;Não;Não;Não;4 - Uniforme Nacional;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Sim;Não;Sim;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art236;1 - Receita Bruta Interna;Art. 345. Os planos de assistência funerária ficam sujeitos ao disposto nos art. 330 a art. 343.;Art. 345. Os planos de assistência funerária ficam sujeitos ao disposto nos arts. 330 a 344.
011;Tributação com alíquotas uniformes reduzidas;Sim;Não;Sim;Não;Não;Não;Não;Não;011002;Planos de assistência à saúde, observado o art. 237 da Lei Complementar nº 214, de 2025.;60;60;Não;Não;Não;Não;Não;Não;Não;4 - Uniforme Nacional;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Sim;Não;Sim;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art237;1 - Receita Bruta Interna;Art. 336. As alíquotas de CBS no regime específico de planos de assistência à saúde são nacionalmente uniformes e correspondem às alíquotas de referência de cada ente federativo, reduzidas em 60% (sessenta por cento).;Art. 336. As alíquotas de IBS no regime específico de planos de assistência à saúde são nacionalmente uniformes e correspondem às alíquotas de referência de cada esfera federativa, reduzidas em 60% (sessenta por cento).
011;Tributação com alíquotas uniformes reduzidas;Sim;Não;Sim;Não;Não;Não;Não;Não;011003;Intermediação de planos de assistência à saúde, observado o art. 240 da Lei Complementar nº 214, de 2025.;60;60;Não;Não;Não;Não;Não;Não;Não;4 - Uniforme Nacional;Não;Não;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Sim;92401;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art240;1 - Receita Bruta Interna;Art. 340. Os serviços de intermediação de planos de assistência à saúde ficam sujeitos à incidência da CBS sobre o valor da operação pela mesma alíquota aplicável ao plano de assistência à saúde. ;Art. 340. Os serviços de intermediação de planos de assistência à saúde ficam sujeitos à incidência do IBS sobre o valor da operação pela mesma alíquota aplicável ao plano de assistência à saúde. 
011;Tributação com alíquotas uniformes reduzidas;Sim;Não;Sim;Não;Não;Não;Não;Não;011004;Concursos e prognósticos, observado o art. 246 da Lei Complementar nº 214, de 2025.;0;0;Não;Não;Não;Não;Não;Não;Não;4 - Uniforme Nacional;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Sim;Não;Sim;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art246;1 - Receita Bruta Interna;Art. 353. As alíquotas da CBS sobre concursos de prognósticos são nacionalmente uniformes e correspondem à soma das alíquotas de referência dos entes federativos.;Art. 353. As alíquotas do IBS sobre concursos de prognósticos são nacionalmente uniformes e correspondem à soma das alíquotas de referência das esferas federativas. 
011;Tributação com alíquotas uniformes reduzidas;Sim;Não;Sim;Não;Não;Não;Não;Não;011005;Planos de assistência à saúde de animais domésticos, observado o art. 243 da Lei Complementar nº 214, de 2025.;30;30;Não;Não;Não;Não;Não;Não;Não;4 - Uniforme Nacional;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Sim;Não;Sim;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art243;1 - Receita Bruta Interna;Art. 346. Os planos de assistência à saúde de animais domésticos ficam sujeitos ao disposto nos art. 330 a art. 343, com exceção das alíquotas aplicáveis, que serão nacionalmente uniformes e corresponderão à soma das alíquotas de referência de cada ente federativo, reduzidas em 30% (trinta por cento), vedado o crédito ao adquirente.;Art. 346. Os planos de assistência à saúde de animais domésticos ficam sujeitos ao disposto nos arts. 330 a 344, com exceção das alíquotas aplicáveis, que serão nacionalmente uniformes e corresponderão à soma das alíquotas de referência de cada esfera federativa, reduzidas em 30% (trinta por cento), vedado o crédito ao adquirente.
200;Alíquota reduzida;Sim;Não;Sim;Não;Não;Não;Não;Não;200001;Serviços de transporte de bens até as zonas de processamento de exportação e bens exportados a partir das zonas de processamento de exportação, observado o art. 103 da Lei Complementar n 214, de 2025.;100;100;Não;Não;Não;Não;Não;Não;Não;2 - Padrão;Não;Não;Sim;Sim;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Sim;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art103;3 - Receita Bruta Exportação Direta;"Art. 183. Ficam reduzidas a zero as alíquotas da CBS incidentes sobre os serviços de transporte:
I - dos bens de que tratam os art. 179 e art. 180 até as zonas de processamento de exportação; e
II - dos bens exportados a partir das zonas de processamento de exportação.";"Art. 183. Ficam reduzidas a zero as alíquotas do IBS incidentes sobre os serviços de transporte:
I - dos bens de que tratam os arts. 179 e 180 até as zonas de processamento de exportação; e
II - dos bens exportados a partir das zonas de processamento de exportação."
200;Alíquota reduzida;Sim;Não;Sim;Não;Não;Não;Não;Não;200002;Fornecimento ou importação de tratores, máquinas e implementos agrícolas, destinados a produtor rural não contribuinte, e de veículos de transporte de carga destinados a transportador autônomo de carga pessoa física não contribuinte, observado o art. 110 da Lei Complementar nº 214, de 2025.;100;100;Não;Não;Não;Não;Não;Não;Não;2 - Padrão;Sim;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art110;1 - Receita Bruta Interna;"Art. 197. Ficam reduzidas a zero as alíquotas da CBS no fornecimento e na importação: 
I - de tratores, máquinas e implementos agrícolas, destinados a produtor rural não contribuinte de que trata o art. 239; e
II - de veículos de transporte de carga destinados a transportador autônomo de carga pessoa física não contribuinte de que trata o art. 250.
Parágrafo único. A redução de alíquotas de que trata:
I - o inciso I do caput se aplica aos bens relacionados na Tabela II do Anexo IV; e
II - o inciso II do caput se aplica aos bens relacionados na Tabela III do Anexo IV.";"Art. 197. Ficam reduzidas a zero as alíquotas do IBS no fornecimento e na importação:
I - de tratores, máquinas e implementos agrícolas, destinados a produtor rural não contribuinte de que trata o art. 239; e
II - de veículos de transporte de carga destinados a transportador autônomo de carga pessoa física não contribuinte de que trata o art. 250.
Parágrafo único. A redução de alíquotas de que trata:
I - o inciso I do caput deste artigo se aplica aos bens relacionados na Tabela II do Anexo IV;
II - o inciso II do caput deste artigo se aplica aos bens relacionados na Tabela III do Anexo IV"
200;Alíquota reduzida;Sim;Não;Sim;Não;Não;Não;Não;Não;200003;Vendas de produtos destinados à alimentação humana relacionados no Anexo I da Lei Complementar nº 214, de 2025, com a especificação das respectivas classificações da NCM/SH, que compõem a Cesta Básica Nacional de Alimentos, criada nos termos do art. 8º da Emenda Constitucional nº 132, de 20 de dezembro de 2023, observado o art. 125 da Lei Complementar nº 214, de 2025.;100;100;Não;Não;Não;Não;Não;Não;Não;2 - Padrão;Sim;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;1;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art125;1 - Receita Bruta Interna;Art. 199. Fica reduzida a zero a alíquota da CBS incidente sobre as vendas de produtos destinados à alimentação humana relacionados no Anexo I da Lei Complementar nº 214, de 16 de janeiro de 2025, com a especificação das respectivas classificações da NCM/SH, que compõem a Cesta Básica Nacional de Alimentos, criada nos termos do art. 8º da Emenda Constitucional nº 132, de 20 de dezembro de 2023.;Art. 199. Fica reduzida a zero a alíquota do IBS incidente sobre as vendas de produtos destinados à alimentação humana relacionados no Anexo I da Lei Complementar nº 214, de 2025, com a especificação das respectivas classificações da NCM/SH, que compõem a Cesta Básica Nacional de Alimentos, criada nos termos do art. 8º da Emenda Constitucional nº 132, de 20 de dezembro de 2023.
200;Alíquota reduzida;Sim;Não;Sim;Não;Não;Não;Não;Não;200004;Fornecimento de dispositivos médicos com a especificação das respectivas classificações da NCM/SH previstas no Anexo XII da Lei Complementar nº 214, de 2025, observado o art. 144 da Lei Complementar nº 214, de 2025.;100;100;Não;Não;Não;Não;Não;Não;Não;2 - Padrão;Sim;Sim;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Não;12;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art144;1 - Receita Bruta Interna;"Art. 220. Ficam reduzidas a zero as alíquotas da CBS incidentes sobre o fornecimento dos dispositivos médicos relacionados: 
I - no Anexo XII da Lei Complementar nº 214, de 16 de janeiro de 2025, com a especificação das respectivas classificações da NCM/SH; ";"Art. 220. Ficam reduzidas a zero as alíquotas do IBS incidentes sobre o fornecimento dos dispositivos médicos relacionados:
I - no Anexo XII da Lei Complementar nº 214, de 2025, com a especificação das respectivas classificações da NCM/SH;"
200;Alíquota reduzida;Sim;Não;Sim;Não;Não;Não;Não;Não;200005;Fornecimento de dispositivos médicos com a especificação das respectivas classificações da NCM/SH previstas no Anexo IV da Lei Complementar nº 214, de 2025, quando adquiridos por órgãos da administração pública direta, autarquias, fundações públicas e entidades de saúde imunes, observado o art. 144 da Lei Complementar nº 214, de 2025.;100;100;Não;Não;Não;Não;Não;Não;Não;2 - Padrão;Sim;Não;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Não;4;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art144;1 - Receita Bruta Interna;"Art. 220. Ficam reduzidas a zero as alíquotas da CBS incidentes sobre o fornecimento dos dispositivos médicos relacionados:
II - no Anexo IV da Lei Complementar nº 214, de 16 de janeiro de 2025, com a especificação das respectivas classificações da NCM/SH, caso adquiridos por:
a) órgãos da administração pública direta, autarquias e fundações públicas; e
b) as entidades de saúde imunes à CBS que possuam Certificação de Entidade Beneficente de Assistência Social (CEBAS) por comprovarem a prestação de serviços ao SUS, nos termos dos art. 9º a art. 11 da Lei Complementar nº 187, de 16 de dezembro de 2021.";"Art. 220. Ficam reduzidas a zero as alíquotas do IBS incidentes sobre o fornecimento dos dispositivos médicos relacionados: (Art. 144 da LC 214/2025)
II - no Anexo IV da Lei Complementar nº 214, de 2025, com a especificação das respectivas classificações da NCM/SH, caso adquiridos por:
a) órgãos da administração pública direta, autarquias e fundações públicas; e
b) as entidades de saúde imunes ao IBS que possuam Certificação de Entidade Beneficente de Assistência Social (CEBAS) por comprovarem a prestação de serviços ao SUS, nos termos dos arts. 9º a 11 da Lei Complementar nº 187, de 16 de dezembro de 2021."
200;Alíquota reduzida;Sim;Não;Sim;Não;Não;Não;Não;Não;200006;Situação de emergência de saúde pública reconhecida pelo Poder Legislativo federal, estadual, distrital ou municipal competente, ato conjunto do Ministro da Fazenda e do Comitê Gestor do IBS poderá ser editado, a qualquer momento, para incluir dispositivos não listados no Anexo XII da Lei Complementar nº 214, de 2025, limitada a vigência do benefício ao período e à localidade da emergência de saúde pública, observado o art. 144 da Lei Complementar nº 214, de 2025.;100;100;Não;Não;Não;Não;Não;Não;Não;2 - Padrão;Sim;Sim;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Não;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art144;1 - Receita Bruta Interna;"Art. 220. Ficam reduzidas a zero as alíquotas da CBS incidentes sobre o fornecimento dos dispositivos médicos relacionados:
§ 3º Em caso de emergência de saúde pública reconhecida pelo Poder Legislativo federal, estadual, distrital ou municipal competente, ato conjunto do Ministro de Estado da Fazenda e do CGIBS poderá ser editado, a qualquer momento, para incluir dispositivos não listados no Anexo XII da Lei Complementar nº 214, de 16 de janeiro de 2025, limitada a vigência do benefício ao período e à localidade da emergência de saúde pública.";"Art. 220. Ficam reduzidas a zero as alíquotas do IBS incidentes sobre o fornecimento dos dispositivos médicos relacionados:
§ 3º Em caso de emergência de saúde pública reconhecida pelo Poder Legislativo federal, estadual, distrital ou municipal competente, ato conjunto do Ministro de Estado da Fazenda e do CGIBS poderá ser editado, a qualquer momento, para incluir dispositivos não listados no Anexo XII da Lei Complementar nº 214, de 2025, limitada a vigência do benefício ao período e à localidade da emergência de saúde pública."
